Country,Year,Vehicle Class,Category Of Vehicle,Sales Of Motor Vehicles,Parameters,Consumer Category,Energy Sale For Utilities And Non-Utilities
India,"Financial Year (Apr - Mar), 2010",Quadricycle,Diesel Cars,,DIESEL,Miscellaneous,42593.39
India,"Financial Year (Apr - Mar), 2001",Two Wheelers,Quadricycle,7004117,LPG ONLY,Commercial,42052.52
India,"Financial Year (Apr - Mar), 2020",Three Wheelers,Scooters,1606254,ELECTRIC(BOV),Domestic,4496.91
India,"Financial Year (Apr - Mar), 2000",Buses,Diesel Cars,6397798,CNG ONLY,Agriculture,6485.71
India,"Financial Year (Apr - Mar), 2018",Three Wheelers,CNG Cars,,PETROL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2024",Quadricycle,Mopeds,7525588,LPG ONLY,Public Water Works & Sewage Pumping,41367.86
India,"Financial Year (Apr - Mar), 2015",Three Wheelers,Scooters,103391,CNG ONLY,Domestic,1631.19
India,"Financial Year (Apr - Mar), 2003",Two Wheelers,Electric Two Wheelers,9064130,CNG ONLY,Domestic,80446.21
India,"Financial Year (Apr - Mar), 2016",Quadricycle,CNG Cars,,CNG ONLY,Miscellaneous,6446.44
India,"Financial Year (Apr - Mar), 2017",Three Wheelers,Mopeds,1428784,CNG ONLY,Commercial,8349.03
India,"Financial Year (Apr - Mar), 2023",Buses,Electric Two Wheelers,,DIESEL,Domestic,10304.1
India,"Financial Year (Apr - Mar), 2020",Three Wheelers,Motorcycles,4751185,CNG ONLY,Commercial,67978.49
India,"Financial Year (Apr - Mar), 2005",Trucks,Mopeds,5296518,DIESEL,Agriculture,3197.76
India,"Financial Year (Apr - Mar), 2000",Four Wheelers,Diesel Cars,9811761,DIESEL/HYBRID,Public Water Works & Sewage Pumping,50.21
India,"Financial Year (Apr - Mar), 2002",Three Wheelers,Quadricycle,5085060,CNG ONLY,Agriculture,
India,"Financial Year (Apr - Mar), 2003",Quadricycle,Motorcycles,9326584,LPG ONLY,Agriculture,62602.07
India,"Financial Year (Apr - Mar), 2016",Four Wheelers,Electric Cars,,PETROL,Public Water Works & Sewage Pumping,1504.48
India,"Financial Year (Apr - Mar), 2007",Three Wheelers,Scooters,,PETROL,Domestic,3656.86
India,"Financial Year (Apr - Mar), 2002",Trucks,Motorcycles,7463878,CNG ONLY,Commercial,
India,"Financial Year (Apr - Mar), 2000",Three Wheelers,CNG Cars,,DIESEL/HYBRID,Domestic,21176.18
India,"Financial Year (Apr - Mar), 2020",Trucks,Diesel Cars,,ELECTRIC(BOV),Domestic,1523.31
India,"Financial Year (Apr - Mar), 2009",Three Wheelers,Quadricycle,,ELECTRIC(BOV),Agriculture,73845.17
India,"Financial Year (Apr - Mar), 2011",Quadricycle,Quadricycle,,DIESEL/HYBRID,Agriculture,419.55
India,"Financial Year (Apr - Mar), 2008",Buses,Mopeds,5139799,ELECTRIC(BOV),Miscellaneous,90886.65
India,"Financial Year (Apr - Mar), 2019",Trucks,Diesel Cars,,DIESEL/HYBRID,Miscellaneous,13104.44
India,"Financial Year (Apr - Mar), 2021",Four Wheelers,Electric Cars,,LPG ONLY,Commercial,2022.39
India,"Financial Year (Apr - Mar), 2021",Two Wheelers,Diesel Cars,,CNG ONLY,Agriculture,2288.94
India,"Financial Year (Apr - Mar), 2007",Quadricycle,CNG Cars,1493704,PETROL,Commercial,8983.61
India,"Financial Year (Apr - Mar), 2015",Buses,Electric Two Wheelers,,DIESEL,Miscellaneous,55772.01
India,"Financial Year (Apr - Mar), 2018",Quadricycle,Diesel Cars,3279083,PETROL,Agriculture,18035.3
India,"Financial Year (Apr - Mar), 2024",Two Wheelers,Diesel Cars,6991822,LPG ONLY,Commercial,3439.24
India,"Financial Year (Apr - Mar), 2012",Two Wheelers,CNG Cars,,LPG ONLY,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2012",Buses,Electric Cars,3339854,CNG ONLY,Agriculture,63041.37
India,"Financial Year (Apr - Mar), 2009",Two Wheelers,Electric Cars,,CNG ONLY,Domestic,1869.46
India,"Financial Year (Apr - Mar), 2022",Two Wheelers,CNG Cars,,ELECTRIC(BOV),Agriculture,874.23
India,"Financial Year (Apr - Mar), 2014",Quadricycle,Electric Cars,,ELECTRIC(BOV),Public Water Works & Sewage Pumping,8482.47
India,"Financial Year (Apr - Mar), 2017",Four Wheelers,Electric Two Wheelers,6633278,LPG ONLY,Agriculture,28489.08
India,"Financial Year (Apr - Mar), 2015",Quadricycle,Electric Cars,6881615,DIESEL/HYBRID,Commercial,36999.23
India,"Financial Year (Apr - Mar), 2019",Quadricycle,CNG Cars,1166480,CNG ONLY,Agriculture,77878.1
India,"Financial Year (Apr - Mar), 2005",Buses,Mopeds,1596578,CNG ONLY,Commercial,3495.18
India,"Financial Year (Apr - Mar), 2016",Quadricycle,Electric Cars,8737734,LPG ONLY,Public Water Works & Sewage Pumping,5276.98
India,"Financial Year (Apr - Mar), 2006",Trucks,Mopeds,,DIESEL/HYBRID,Commercial,
India,"Financial Year (Apr - Mar), 2013",Buses,Diesel Cars,9399206,PETROL,Domestic,1966.76
India,"Financial Year (Apr - Mar), 2011",Four Wheelers,Mopeds,,ELECTRIC(BOV),Commercial,9423.19
India,"Financial Year (Apr - Mar), 2009",Two Wheelers,Electric Cars,5886021,LPG ONLY,Agriculture,2086.8
India,"Financial Year (Apr - Mar), 2009",Quadricycle,Motorcycles,,CNG ONLY,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2011",Two Wheelers,Mopeds,3488511,DIESEL,Commercial,96995.35
India,"Financial Year (Apr - Mar), 2015",Buses,Quadricycle,,DIESEL,Public Water Works & Sewage Pumping,6812.97
India,"Financial Year (Apr - Mar), 2022",Two Wheelers,Scooters,599413,PETROL,Commercial,3095.56
India,"Financial Year (Apr - Mar), 2006",Three Wheelers,Scooters,7301058,DIESEL,Miscellaneous,8427.46
India,"Financial Year (Apr - Mar), 2002",Buses,Quadricycle,4066441,ELECTRIC(BOV),Miscellaneous,4988.73
India,"Financial Year (Apr - Mar), 2021",Buses,Motorcycles,9530932,DIESEL/HYBRID,Miscellaneous,
India,"Financial Year (Apr - Mar), 2009",Two Wheelers,CNG Cars,,LPG ONLY,Miscellaneous,8974.42
India,"Financial Year (Apr - Mar), 2016",Four Wheelers,CNG Cars,,DIESEL/HYBRID,Domestic,2724.97
India,"Financial Year (Apr - Mar), 2004",Two Wheelers,Quadricycle,5000758,ELECTRIC(BOV),Commercial,
India,"Financial Year (Apr - Mar), 2003",Quadricycle,Electric Cars,,PETROL,Agriculture,54090.47
India,"Financial Year (Apr - Mar), 2024",Quadricycle,Electric Two Wheelers,,DIESEL,Agriculture,
India,"Financial Year (Apr - Mar), 2019",Four Wheelers,Mopeds,3999512,ELECTRIC/PLUG-IN,Domestic,34977.59
India,"Financial Year (Apr - Mar), 2020",Four Wheelers,Motorcycles,,DIESEL/HYBRID,Public Water Works & Sewage Pumping,9300.97
India,"Financial Year (Apr - Mar), 2023",Four Wheelers,Diesel Cars,6258952,ELECTRIC(BOV),Commercial,
India,"Financial Year (Apr - Mar), 2015",Four Wheelers,Quadricycle,,ELECTRIC(BOV),Agriculture,5017.1
India,"Financial Year (Apr - Mar), 2015",Trucks,Scooters,8297895,DIESEL/HYBRID,Domestic,1100.88
India,"Financial Year (Apr - Mar), 2019",Two Wheelers,CNG Cars,,DIESEL/HYBRID,Miscellaneous,13.09
India,"Financial Year (Apr - Mar), 2016",Three Wheelers,Electric Two Wheelers,,DIESEL,Domestic,4023.43
India,"Financial Year (Apr - Mar), 2024",Trucks,CNG Cars,6948218,ELECTRIC/PLUG-IN,Miscellaneous,45392.18
India,"Financial Year (Apr - Mar), 2009",Three Wheelers,Diesel Cars,3531799,ELECTRIC(BOV),Commercial,42681.56
India,"Financial Year (Apr - Mar), 2012",Three Wheelers,Quadricycle,,DIESEL/HYBRID,Commercial,
India,"Financial Year (Apr - Mar), 2013",Buses,Motorcycles,1497444,LPG ONLY,Domestic,965.68
India,"Financial Year (Apr - Mar), 2015",Quadricycle,Motorcycles,,ELECTRIC(BOV),Domestic,9095.68
India,"Financial Year (Apr - Mar), 2003",Four Wheelers,Motorcycles,,ELECTRIC/PLUG-IN,Agriculture,59661.11
India,"Financial Year (Apr - Mar), 2005",Trucks,Motorcycles,,PETROL,Public Water Works & Sewage Pumping,17510.69
India,"Financial Year (Apr - Mar), 2014",Three Wheelers,Mopeds,,ELECTRIC/PLUG-IN,Agriculture,
India,"Financial Year (Apr - Mar), 2021",Trucks,Quadricycle,,DIESEL,Commercial,7331.12
India,"Financial Year (Apr - Mar), 2006",Four Wheelers,Quadricycle,,ELECTRIC(BOV),Agriculture,8793.02
India,"Financial Year (Apr - Mar), 2019",Three Wheelers,Motorcycles,4014959,ELECTRIC(BOV),Domestic,8704.88
India,"Financial Year (Apr - Mar), 2004",Quadricycle,Electric Cars,,CNG ONLY,Domestic,
India,"Financial Year (Apr - Mar), 2015",Two Wheelers,Diesel Cars,,LPG ONLY,Public Water Works & Sewage Pumping,543.63
India,"Financial Year (Apr - Mar), 2000",Trucks,CNG Cars,,CNG ONLY,Domestic,2780.46
India,"Financial Year (Apr - Mar), 2001",Trucks,Electric Two Wheelers,1828165,PETROL,Miscellaneous,2740.39
India,"Financial Year (Apr - Mar), 2006",Trucks,Electric Cars,6956019,LPG ONLY,Commercial,
India,"Financial Year (Apr - Mar), 2004",Four Wheelers,CNG Cars,93404,ELECTRIC(BOV),Domestic,
India,"Financial Year (Apr - Mar), 2011",Buses,CNG Cars,6520824,ELECTRIC(BOV),Domestic,23483.47
India,"Financial Year (Apr - Mar), 2012",Trucks,Mopeds,,ELECTRIC/PLUG-IN,Agriculture,
India,"Financial Year (Apr - Mar), 2004",Two Wheelers,Quadricycle,,ELECTRIC(BOV),Agriculture,98681.02
India,"Financial Year (Apr - Mar), 2007",Two Wheelers,Electric Two Wheelers,,DIESEL,Public Water Works & Sewage Pumping,40758.18
India,"Financial Year (Apr - Mar), 2005",Trucks,Diesel Cars,,LPG ONLY,Commercial,1687.11
India,"Financial Year (Apr - Mar), 2012",Buses,Electric Two Wheelers,8752608,CNG ONLY,Miscellaneous,35695.94
India,"Financial Year (Apr - Mar), 2016",Buses,Electric Cars,6919146,DIESEL/HYBRID,Agriculture,13361.65
India,"Financial Year (Apr - Mar), 2023",Trucks,CNG Cars,8757748,PETROL,Public Water Works & Sewage Pumping,71223.91
India,"Financial Year (Apr - Mar), 2023",Two Wheelers,Motorcycles,,DIESEL,Commercial,29914.3
India,"Financial Year (Apr - Mar), 2016",Three Wheelers,CNG Cars,,CNG ONLY,Commercial,9330.82
India,"Financial Year (Apr - Mar), 2005",Quadricycle,Motorcycles,4752828,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,6195.41
India,"Financial Year (Apr - Mar), 2012",Four Wheelers,Electric Two Wheelers,8526453,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,23911.49
India,"Financial Year (Apr - Mar), 2002",Two Wheelers,Motorcycles,,ELECTRIC(BOV),Miscellaneous,4941.97
India,"Financial Year (Apr - Mar), 2008",Buses,Mopeds,3664737,PETROL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2015",Buses,Electric Cars,,DIESEL,Commercial,254.72
India,"Financial Year (Apr - Mar), 2013",Buses,CNG Cars,5205084,LPG ONLY,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2017",Three Wheelers,Diesel Cars,,LPG ONLY,Commercial,9804.05
India,"Financial Year (Apr - Mar), 2014",Three Wheelers,Scooters,7026939,LPG ONLY,Agriculture,
India,"Financial Year (Apr - Mar), 2021",Three Wheelers,Quadricycle,,DIESEL/HYBRID,Public Water Works & Sewage Pumping,92757.28
India,"Financial Year (Apr - Mar), 2004",Quadricycle,Diesel Cars,,CNG ONLY,Agriculture,8702.73
India,"Financial Year (Apr - Mar), 2012",Trucks,CNG Cars,,PETROL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2020",Three Wheelers,Diesel Cars,,DIESEL,Commercial,
India,"Financial Year (Apr - Mar), 2024",Buses,CNG Cars,1805811,ELECTRIC(BOV),Miscellaneous,
India,"Financial Year (Apr - Mar), 2020",Three Wheelers,CNG Cars,,DIESEL/HYBRID,Agriculture,
India,"Financial Year (Apr - Mar), 2021",Trucks,Mopeds,7787631,PETROL,Agriculture,
India,"Financial Year (Apr - Mar), 2005",Three Wheelers,Quadricycle,,DIESEL/HYBRID,Agriculture,
India,"Financial Year (Apr - Mar), 2005",Four Wheelers,Motorcycles,7852927,DIESEL/HYBRID,Commercial,2109.75
India,"Financial Year (Apr - Mar), 2001",Quadricycle,CNG Cars,,DIESEL,Miscellaneous,316.29
India,"Financial Year (Apr - Mar), 2003",Trucks,Electric Cars,2529128,ELECTRIC/PLUG-IN,Domestic,
India,"Financial Year (Apr - Mar), 2003",Three Wheelers,Diesel Cars,,CNG ONLY,Commercial,
India,"Financial Year (Apr - Mar), 2020",Buses,Electric Two Wheelers,2727208,DIESEL,Commercial,254.4
India,"Financial Year (Apr - Mar), 2007",Three Wheelers,Scooters,,PETROL,Agriculture,16659
India,"Financial Year (Apr - Mar), 2022",Quadricycle,Diesel Cars,,ELECTRIC/PLUG-IN,Domestic,
India,"Financial Year (Apr - Mar), 2011",Buses,Motorcycles,8115855,DIESEL/HYBRID,Agriculture,7786.9
India,"Financial Year (Apr - Mar), 2011",Three Wheelers,Motorcycles,5413629,CNG ONLY,Public Water Works & Sewage Pumping,7570.23
India,"Financial Year (Apr - Mar), 2017",Buses,Diesel Cars,,LPG ONLY,Commercial,88207.49
India,"Financial Year (Apr - Mar), 2010",Three Wheelers,Electric Two Wheelers,6680264,ELECTRIC(BOV),Domestic,
India,"Financial Year (Apr - Mar), 2011",Buses,CNG Cars,7204608,PETROL,Public Water Works & Sewage Pumping,52480.67
India,"Financial Year (Apr - Mar), 2018",Four Wheelers,Electric Two Wheelers,8145913,ELECTRIC(BOV),Miscellaneous,6558.34
India,"Financial Year (Apr - Mar), 2019",Buses,Electric Cars,877414,LPG ONLY,Agriculture,
India,"Financial Year (Apr - Mar), 2003",Quadricycle,Mopeds,7139141,PETROL,Commercial,
India,"Financial Year (Apr - Mar), 2016",Buses,Electric Cars,,ELECTRIC(BOV),Domestic,4321.23
India,"Financial Year (Apr - Mar), 2013",Four Wheelers,Electric Cars,5483185,PETROL,Domestic,53083.15
India,"Financial Year (Apr - Mar), 2008",Two Wheelers,Quadricycle,,DIESEL,Agriculture,1574.25
India,"Financial Year (Apr - Mar), 2017",Quadricycle,Electric Two Wheelers,9211194,ELECTRIC(BOV),Public Water Works & Sewage Pumping,681.18
India,"Financial Year (Apr - Mar), 2013",Quadricycle,Electric Two Wheelers,5334331,DIESEL,Commercial,8214.91
India,"Financial Year (Apr - Mar), 2021",Three Wheelers,Scooters,,PETROL,Public Water Works & Sewage Pumping,86628.38
India,"Financial Year (Apr - Mar), 2012",Two Wheelers,Electric Two Wheelers,3998485,ELECTRIC/PLUG-IN,Miscellaneous,32453.52
India,"Financial Year (Apr - Mar), 2018",Quadricycle,Scooters,,DIESEL/HYBRID,Miscellaneous,
India,"Financial Year (Apr - Mar), 2001",Three Wheelers,CNG Cars,,DIESEL,Domestic,
India,"Financial Year (Apr - Mar), 2008",Quadricycle,Scooters,9459586,PETROL,Agriculture,
India,"Financial Year (Apr - Mar), 2010",Buses,Quadricycle,,ELECTRIC/PLUG-IN,Miscellaneous,9951.87
India,"Financial Year (Apr - Mar), 2009",Four Wheelers,Motorcycles,,CNG ONLY,Agriculture,
India,"Financial Year (Apr - Mar), 2007",Quadricycle,Scooters,4316750,LPG ONLY,Miscellaneous,5053.86
India,"Financial Year (Apr - Mar), 2020",Trucks,Mopeds,2878432,DIESEL/HYBRID,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2002",Three Wheelers,Electric Two Wheelers,,ELECTRIC/PLUG-IN,Miscellaneous,
India,"Financial Year (Apr - Mar), 2003",Three Wheelers,Electric Two Wheelers,320404,DIESEL,Commercial,6047.57
India,"Financial Year (Apr - Mar), 2004",Trucks,Diesel Cars,8225566,ELECTRIC(BOV),Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2021",Buses,Scooters,8581600,DIESEL,Agriculture,6933.82
India,"Financial Year (Apr - Mar), 2007",Four Wheelers,Mopeds,2319842,CNG ONLY,Miscellaneous,64296.43
India,"Financial Year (Apr - Mar), 2021",Four Wheelers,Diesel Cars,8960975,ELECTRIC(BOV),Public Water Works & Sewage Pumping,3381.37
India,"Financial Year (Apr - Mar), 2018",Buses,CNG Cars,,DIESEL,Commercial,57883.12
India,"Financial Year (Apr - Mar), 2012",Trucks,Quadricycle,,ELECTRIC(BOV),Public Water Works & Sewage Pumping,6961.74
India,"Financial Year (Apr - Mar), 2021",Two Wheelers,Scooters,6440177,LPG ONLY,Domestic,38832.58
India,"Financial Year (Apr - Mar), 2014",Buses,Quadricycle,,PETROL,Agriculture,
India,"Financial Year (Apr - Mar), 2008",Three Wheelers,CNG Cars,,DIESEL,Public Water Works & Sewage Pumping,3864.7
India,"Financial Year (Apr - Mar), 2002",Trucks,Scooters,3922495,ELECTRIC/PLUG-IN,Commercial,66581.59
India,"Financial Year (Apr - Mar), 2018",Two Wheelers,Quadricycle,,PETROL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2018",Quadricycle,Electric Two Wheelers,2249776,LPG ONLY,Miscellaneous,
India,"Financial Year (Apr - Mar), 2005",Four Wheelers,Electric Two Wheelers,,PETROL,Agriculture,1877.48
India,"Financial Year (Apr - Mar), 2003",Quadricycle,Electric Cars,,DIESEL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2000",Quadricycle,CNG Cars,,CNG ONLY,Commercial,25967.12
India,"Financial Year (Apr - Mar), 2000",Three Wheelers,Mopeds,,PETROL,Domestic,56372.98
India,"Financial Year (Apr - Mar), 2019",Three Wheelers,CNG Cars,,ELECTRIC/PLUG-IN,Miscellaneous,
India,"Financial Year (Apr - Mar), 2017",Trucks,Motorcycles,9366640,DIESEL,Domestic,
India,"Financial Year (Apr - Mar), 2000",Trucks,Electric Cars,7382894,ELECTRIC(BOV),Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2017",Three Wheelers,Mopeds,2286164,DIESEL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2008",Three Wheelers,Motorcycles,,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,24613.23
India,"Financial Year (Apr - Mar), 2023",Quadricycle,Diesel Cars,,LPG ONLY,Commercial,73083.61
India,"Financial Year (Apr - Mar), 2019",Quadricycle,Quadricycle,1814938,ELECTRIC/PLUG-IN,Domestic,2394.5
India,"Financial Year (Apr - Mar), 2005",Two Wheelers,Quadricycle,486814,DIESEL,Commercial,43592.95
India,"Financial Year (Apr - Mar), 2004",Trucks,Mopeds,,CNG ONLY,Agriculture,
India,"Financial Year (Apr - Mar), 2003",Two Wheelers,Diesel Cars,6271600,PETROL,Domestic,8460.54
India,"Financial Year (Apr - Mar), 2014",Three Wheelers,Mopeds,,PETROL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2021",Buses,Electric Two Wheelers,,DIESEL,Commercial,8740.5
India,"Financial Year (Apr - Mar), 2014",Quadricycle,Electric Two Wheelers,,LPG ONLY,Domestic,86203.07
India,"Financial Year (Apr - Mar), 2022",Quadricycle,Electric Cars,2492062,DIESEL,Agriculture,77810.47
India,"Financial Year (Apr - Mar), 2002",Four Wheelers,Electric Two Wheelers,6078452,PETROL,Miscellaneous,
India,"Financial Year (Apr - Mar), 2007",Buses,Quadricycle,5668443,ELECTRIC(BOV),Miscellaneous,17446.48
India,"Financial Year (Apr - Mar), 2023",Trucks,Scooters,,ELECTRIC/PLUG-IN,Domestic,
India,"Financial Year (Apr - Mar), 2005",Three Wheelers,Electric Two Wheelers,,ELECTRIC(BOV),Miscellaneous,
India,"Financial Year (Apr - Mar), 2017",Trucks,Electric Two Wheelers,,LPG ONLY,Domestic,65570.68
India,"Financial Year (Apr - Mar), 2008",Two Wheelers,Mopeds,2064569,LPG ONLY,Domestic,26103.57
India,"Financial Year (Apr - Mar), 2006",Three Wheelers,CNG Cars,,PETROL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2017",Two Wheelers,Electric Two Wheelers,8978491,DIESEL/HYBRID,Miscellaneous,
India,"Financial Year (Apr - Mar), 2006",Trucks,CNG Cars,,DIESEL/HYBRID,Agriculture,1124.38
India,"Financial Year (Apr - Mar), 2012",Four Wheelers,Electric Two Wheelers,,LPG ONLY,Domestic,49520.42
India,"Financial Year (Apr - Mar), 2013",Four Wheelers,Quadricycle,,ELECTRIC/PLUG-IN,Miscellaneous,38468.99
India,"Financial Year (Apr - Mar), 2009",Two Wheelers,Motorcycles,,LPG ONLY,Commercial,83237.35
India,"Financial Year (Apr - Mar), 2006",Three Wheelers,Mopeds,,LPG ONLY,Public Water Works & Sewage Pumping,57468.5
India,"Financial Year (Apr - Mar), 2008",Trucks,Quadricycle,3467702,ELECTRIC(BOV),Agriculture,
India,"Financial Year (Apr - Mar), 2018",Three Wheelers,Quadricycle,2380231,ELECTRIC(BOV),Miscellaneous,
India,"Financial Year (Apr - Mar), 2009",Four Wheelers,CNG Cars,2480565,DIESEL/HYBRID,Commercial,
India,"Financial Year (Apr - Mar), 2013",Three Wheelers,Electric Cars,,DIESEL/HYBRID,Agriculture,
India,"Financial Year (Apr - Mar), 2024",Three Wheelers,Motorcycles,2127229,CNG ONLY,Agriculture,
India,"Financial Year (Apr - Mar), 2006",Three Wheelers,Electric Cars,6314197,CNG ONLY,Commercial,8488.2
India,"Financial Year (Apr - Mar), 2022",Trucks,CNG Cars,4930144,ELECTRIC(BOV),Miscellaneous,8054.65
India,"Financial Year (Apr - Mar), 2015",Four Wheelers,Electric Two Wheelers,2518386,ELECTRIC(BOV),Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2022",Trucks,Quadricycle,,DIESEL,Domestic,
India,"Financial Year (Apr - Mar), 2009",Trucks,Quadricycle,,LPG ONLY,Domestic,5729.93
India,"Financial Year (Apr - Mar), 2008",Three Wheelers,Motorcycles,5264835,ELECTRIC/PLUG-IN,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2007",Trucks,Diesel Cars,5923384,CNG ONLY,Miscellaneous,50518.6
India,"Financial Year (Apr - Mar), 2016",Trucks,CNG Cars,9569266,ELECTRIC/PLUG-IN,Miscellaneous,84420.39
India,"Financial Year (Apr - Mar), 2003",Trucks,CNG Cars,2730346,ELECTRIC/PLUG-IN,Miscellaneous,8454.9
India,"Financial Year (Apr - Mar), 2024",Trucks,Electric Two Wheelers,,PETROL,Public Water Works & Sewage Pumping,
India,"Financial Year (Apr - Mar), 2014",Buses,Quadricycle,,DIESEL,Commercial,
India,"Financial Year (Apr - Mar), 2010",Four Wheelers,Scooters,7996937,DIESEL/HYBRID,Domestic,65651.8
India,"Financial Year (Apr - Mar), 2001",Three Wheelers,CNG Cars,,ELECTRIC(BOV),Agriculture,
India,"Financial Year (Apr - Mar), 2015",Trucks,Scooters,,DIESEL,Agriculture,
India,"Financial Year (Apr - Mar), 2017",Quadricycle,Mopeds,1853324,PETROL,Domestic,75641.1
India,"Financial Year (Apr - Mar), 2016",Three Wheelers,Scooters,,DIESEL,Miscellaneous,80435.87
